time,concentration_of_chlorophyll_in_water,chl
2017-03-21,,3.409745454788208
2017-03-22,,3.0177488327026367
2017-03-23,,2.935130834579468
2017-03-24,,3.968916893005371
2017-03-25,,4.310980319976807
2017-03-26,,2.748034954071045
2017-03-27,7.8,4.1683502197265625
2017-03-28,,3.9264676570892334
2017-03-29,,3.8862967491149902
2017-03-30,,2.119801521301269
2017-03-31,,1.2226697206497192
2017-04-01,,1.2251336574554443
2017-04-02,,4.4673943519592285
2017-04-03,,3.7944390773773193
2017-04-04,,9.50776481628418
2017-04-05,,16.611440658569336
2017-04-06,,17.354341506958008
2017-04-07,,7.345553398132324
2017-04-08,,5.60993242263794
2017-04-09,,15.310994148254395
2017-04-10,,20.985361099243164
2017-04-11,21.0,9.090824127197266
2017-04-12,,8.81915283203125
2017-04-13,,26.60413932800293
2017-04-14,,13.24949836730957
2017-04-15,,31.791954040527344
2017-04-16,,24.991840362548828
2017-04-17,,33.84596633911133
2017-04-18,,23.57204246520996
2017-04-19,,11.13725757598877
2017-04-20,,3.103565454483032
2017-04-21,,3.0482068061828613
2017-04-22,,6.816012382507324
2017-04-23,,32.65246963500977
2017-04-24,,32.98987579345703
2017-04-25,20.0,47.65637969970703
2017-04-26,,26.97818374633789
2017-04-27,,24.3127384185791
2017-04-28,,23.06745529174805
2017-04-29,,24.364990234375
2017-04-30,,21.501516342163086
2017-05-01,,21.501516342163086
2017-05-02,,17.828325271606445
2017-05-03,,17.30079460144043
2017-05-04,,22.55133438110352
2017-05-05,,24.88687515258789
2017-05-06,,25.723636627197266
2017-05-07,,17.49342155456543
2017-05-08,6.1,28.009944915771484
2017-05-09,,14.13921070098877
2017-05-10,,23.03049659729004
2017-05-11,,25.47476005554199
2017-05-12,,25.586822509765625
2017-05-13,,12.627602577209473
2017-05-14,,11.962080955505373
2017-05-15,,13.05801773071289
2017-05-16,,15.773706436157227
2017-05-17,,10.956787109375
2017-05-18,,10.973475456237793
2017-05-19,,16.910404205322266
2017-05-20,,16.864307403564453
2017-05-21,,28.32766532897949
2017-05-22,,7.477903842926025
2017-05-23,,7.628661155700684
2017-05-24,,10.390591621398926
2017-05-25,,11.289867401123047
2017-05-26,2.9,13.548945426940918
2017-05-27,,8.075815200805664
2017-05-28,,5.6473541259765625
2017-05-29,,5.647022247314452
2017-05-30,,11.637478828430176
2017-05-31,,18.439044952392575
2017-06-01,,10.869999885559082
2017-06-02,,17.731653213500977
2017-06-03,,16.684219360351562
2017-06-04,,16.878868103027347
2017-06-05,,19.36783218383789
2017-06-06,,19.255298614501953
2017-06-07,,13.791255950927734
2017-06-08,,11.635945320129395
2017-06-09,,11.253290176391602
2017-06-10,,11.720832824707033
2017-06-11,,10.057966232299805
2017-06-12,,6.6546692848205575
2017-06-13,,9.952584266662598
2017-06-14,,16.380901336669922
2017-06-15,,16.86418342590332
2017-06-16,,10.776694297790527
2017-06-17,,10.510814666748047
2017-06-18,,21.25522232055664
2017-06-19,,15.835189819335938
2017-06-20,5.9,15.835453987121582
2017-06-21,,15.634854316711426
2017-06-22,,15.362102508544922
2017-06-23,,6.255829334259032
2017-06-24,,6.595021724700928
2017-06-25,,6.563039779663086
2017-06-26,,9.124574661254883
2017-06-27,,8.42955493927002
2017-06-28,,8.482205390930176
2017-06-29,,8.519381523132324
2017-06-30,,4.631584167480469
2017-07-01,,5.305659770965576
2017-07-02,,5.571076393127441
2017-07-03,,5.369984149932861
2017-07-04,,15.86079216003418
2017-07-05,7.7,19.054683685302734
2017-07-06,,3.266803979873657
2017-07-07,,3.31335186958313
2017-07-08,,19.24162483215332
2017-07-09,,18.16559219360352
2017-07-10,,17.902841567993164
2017-07-11,,8.185359001159668
2017-07-12,,6.128366470336914
2017-07-13,,7.856603145599365
2017-07-14,,7.692263603210449
2017-07-15,,7.280730724334718
2017-07-16,,6.106431484222412
2017-07-17,,6.405972480773926
2017-07-18,,10.896852493286133
2017-07-19,,10.894085884094238
2017-07-20,3.5,11.320631980895994
2017-07-21,,7.424527168273926
2017-07-22,,7.135633945465088
2017-07-23,,6.631237983703612
2017-07-24,,6.298454284667969
2017-07-25,,4.995204448699951
2017-07-26,,9.4793701171875
2017-07-27,,9.150421142578123
2017-07-28,,4.74429988861084
2017-07-29,,6.071206092834473
2017-07-30,,5.2942423820495605
2017-07-31,,5.2260775566101065
2017-08-01,,4.266937732696533
2017-08-02,,2.9572997093200684
2017-08-03,,3.5869443416595463
2017-08-04,7.6,3.8742046356201167
2017-08-05,,6.8854103088378915
2017-08-06,,7.70399284362793
2017-08-07,,5.7498416900634775
2017-08-08,,5.768656253814697
2017-08-09,,4.789523124694824
2017-08-10,,5.605664253234863
2017-08-11,,4.853528499603272
2017-08-12,,5.199260711669922
2017-08-13,,9.76539421081543
2017-08-14,,9.399575233459473
2017-08-15,,8.951618194580078
2017-08-16,,9.14439582824707
2017-08-17,,7.050065994262695
2017-08-18,3.6,6.405589580535889
2017-08-19,,4.891867637634277
2017-08-20,,5.355108737945557
2017-08-21,,5.63833475112915
2017-08-22,,5.237570285797119
2017-08-23,,4.474119663238525
2017-08-24,,4.465312957763672
2017-08-25,,10.416426658630373
2017-08-26,,10.943673133850098
2017-08-27,,8.778924942016603
2017-08-28,,10.81969165802002
2017-08-29,,6.494524002075195
2017-08-30,,6.495412826538086
2017-08-31,,15.480584144592285
2017-09-01,,8.896143913269043
2017-09-02,,11.042519569396973
2017-09-03,,10.839710235595703
2017-09-04,5.3,4.609372615814209
2017-09-05,,3.589962720870972
2017-09-06,,3.7969329357147217
2017-09-07,,4.876169681549072
2017-09-08,,5.897174835205077
2017-09-09,,6.793412685394287
2017-09-10,,6.587696075439452
2017-09-11,,2.5845203399658203
2017-09-12,,3.85876989364624
2017-09-13,,5.150123119354248
2017-09-14,,6.6710758209228525
2017-09-15,,7.665558338165282
2017-09-16,,8.372904777526855
2017-09-17,,7.93219518661499
2017-09-18,,8.401698112487793
2017-09-19,6.7,7.2374000549316415
2017-09-20,,8.127565383911133
2017-09-21,,7.736649036407472
2017-09-22,,10.401209831237793
2017-09-23,,8.609912872314451
2017-09-24,,7.401854038238525
2017-09-25,,7.2471089363098145
2017-09-26,,6.975784778594972
2017-09-27,,7.064279079437256
2017-09-28,,6.338428497314452
2017-09-29,,5.829490184783936
2017-09-30,,6.8437867164611825
2017-10-01,,6.613802909851074
2017-10-02,,6.339649677276611
2017-10-03,,9.751977920532227
2017-10-04,,9.755541801452637
2017-10-05,,4.621931552886963
2017-10-06,,5.2051286697387695
2017-10-07,,5.205177307128906
2017-10-08,,5.155367374420166
2017-10-09,,5.150627613067627
2017-10-10,,5.018436908721924
2017-10-11,,4.607752323150635
2017-10-12,,5.004333972930908
2017-10-13,,5.101887702941895
2017-10-14,,5.386181354522705
2017-10-15,,7.848208427429199
2017-10-16,,7.8482112884521475
2017-10-17,6.8,4.516773700714111
2017-10-18,,4.301072597503662
2017-10-19,,4.26743221282959
2017-10-20,,4.46693229675293
2017-10-21,,5.242865562438965
2017-10-22,,6.976046562194824
2017-10-23,,4.072552680969238
2017-10-24,,3.640360832214356
2017-10-25,,3.5011391639709477
2017-10-26,,3.554163932800293
2017-10-27,,3.8203508853912354
2017-10-28,,3.8204312324523926
2017-10-29,,1.8732205629348757
2017-10-30,,3.603549718856812
2017-10-31,,3.5970447063446045
2017-11-01,,2.1042225360870357
2017-11-02,,3.302620887756348
2017-11-03,,3.2290375232696533
2017-11-04,,3.791361570358277
2017-11-05,,4.951086044311523
2017-11-06,,4.490965366363525
2017-11-07,,5.025923252105713
2017-11-08,,2.4102957248687744
2017-11-09,,3.8399951457977295
2017-11-10,,2.9782285690307617
2017-11-11,,1.3535387516021729
2017-11-12,,1.3784866333007812
2017-11-13,,3.5515174865722656
2017-11-14,,3.551625490188598
2017-11-15,,3.2975215911865234
2017-11-16,4.5,2.7091095447540283
2017-11-17,,2.8945870399475098
2017-11-18,,1.536836862564087
2017-11-19,,0.6575978398323059
2017-11-20,,0.6517457365989685
2017-11-21,,0.7633183002471924
2017-11-22,,1.7674051523208618
2017-11-23,,1.6815311908721924
2017-11-24,,1.9891576766967771
2017-11-25,,4.355443000793457
2017-11-26,,1.1601237058639526
2017-11-27,,0.9456630945205688
2017-11-28,,1.188739538192749
2017-11-29,,1.0355843305587769
2017-11-30,,1.2011789083480835
2017-12-01,,3.788654804229736
2017-12-02,,3.78862738609314
2017-12-03,,4.116579532623291
2017-12-04,,3.686193704605103
2017-12-05,,2.0520153045654297
2017-12-06,,2.0154068470001216
2017-12-07,,0.88311767578125
2017-12-08,,0.7246646285057068
2017-12-09,,1.753283143043518
2017-12-10,,1.754992127418518
2017-12-11,,3.3174192905426025
2017-12-12,,3.381681203842163
2017-12-13,,3.4089372158050537
2017-12-14,,2.3139307498931885
2017-12-15,,1.6427745819091797
2017-12-16,,1.490166425704956
2017-12-17,,1.6796475648880005
2017-12-18,1.45,1.4994288682937622
2017-12-19,,1.5387197732925415
2017-12-20,,1.4578305482864382
2017-12-21,,1.5332220792770386
2017-12-22,,1.0110738277435305
2017-12-23,,1.1046770811080933
2017-12-24,,1.1779849529266355
2017-12-25,,1.1083141565322876
2017-12-26,,0.8906614780426025
2017-12-27,,0.8875531554222107
2017-12-28,,0.9716888666152954
2017-12-29,,0.9721375107765198
2017-12-30,,0.9984018206596376
2017-12-31,,1.4805799722671509
2018-01-01,,2.139467477798462
2018-01-02,,2.6843292713165283
2018-01-03,,2.267491579055786
2018-01-04,,4.56708574295044
2018-01-05,,5.339863300323486
2018-01-06,,5.448227405548097
2018-01-07,,3.8116364479064937
2018-01-08,,3.797006368637085
2018-01-09,,3.8047008514404297
2018-01-10,,3.7663779258728023
2018-01-11,,3.880664825439453
2018-01-12,,3.759319305419922
2018-01-13,,1.4697432518005369
2018-01-14,,1.5353193283081057
2018-01-15,,1.4952117204666138
2018-01-16,1.32,1.4984400272369385
2018-01-17,,1.837056040763855
2018-01-18,,0.8084307312965393
2018-01-19,,1.505757451057434
2018-01-20,,1.506011962890625
2018-01-21,,2.288658618927002
2018-01-22,,2.3376445770263667
2018-01-23,,2.433998107910156
2018-01-24,,3.91545295715332
2018-01-25,,4.1145853996276855
2018-01-26,,2.755213022232056
2018-01-27,,2.8998067378997803
2018-01-28,,2.9142725467681885
2018-01-29,,3.928360939025879
2018-01-30,,3.0957963466644287
2018-01-31,,3.1007745265960693
2018-02-01,,2.2629635334014893
2018-02-02,,2.4356017112731934
2018-02-03,,2.0617387294769287
2018-02-04,,2.051349878311157
2018-02-05,,2.3139305114746094
2018-02-06,,6.030948162078857
2018-02-07,,6.182509422302246
2018-02-08,,4.400201320648193
2018-02-09,,4.400153636932373
2018-02-10,,6.340219974517822
2018-02-11,,3.016554594039917
2018-02-12,,2.9257717132568364
2018-02-13,,3.771147966384888
2018-02-14,1.72,3.800321340560913
2018-02-15,,2.964906930923462
2018-02-16,,3.552718162536621
2018-02-17,,3.3383061885833736
2018-02-18,,4.518787384033203
2018-02-19,,4.519177436828613
2018-02-20,,5.108546257019043
2018-02-21,,5.0936317443847665
2018-02-22,,4.340560436248778
2018-02-23,,5.2268829345703125
2018-02-24,,5.3878512382507315
2018-02-25,,7.207290172576903
2018-02-26,,4.745603084564209
2018-02-27,,7.48196268081665
2018-02-28,,7.130416393280028
2018-03-01,15.1,7.130838871002197
2018-03-02,,7.0004334449768075
2018-03-03,,5.9439377784729
2018-03-04,,8.076691627502441
2018-03-05,,9.555273056030273
2018-03-06,,5.140409469604492
2018-03-07,,5.211865425109863
2018-03-08,,9.664756774902344
2018-03-09,,6.726481914520264
2018-03-10,,6.726472854614258
2018-03-11,,6.658116340637207
2018-03-12,,10.054547309875488
2018-03-13,,10.292590141296387
2018-03-14,,10.534429550170898
2018-03-15,,8.614776611328125
2018-03-16,,12.882281303405762
2018-03-17,,8.201752662658691
2018-03-18,,13.531085968017578
2018-03-19,,14.310992240905762
2018-03-20,,9.97343921661377
2018-03-21,,8.235008239746094
2018-03-22,,9.983284950256348
2018-03-23,,9.972168922424316
2018-03-24,,5.550586223602295
2018-03-25,,5.2865867614746085
2018-03-26,,8.224308013916017
2018-03-27,,8.234210968017576
2018-03-28,,8.995613098144531
2018-03-29,,6.702406406402588
2018-03-30,,5.87258768081665
2018-03-31,,6.252045631408691
2018-04-01,,5.75656270980835
2018-04-02,,5.352924346923828
2018-04-03,,7.438224792480469
2018-04-04,,7.166254997253418
2018-04-05,,9.853177070617676
2018-04-06,,8.296623229980469
2018-04-07,,5.158555507659912
2018-04-08,,5.153351783752441
2018-04-09,,4.9266862869262695
2018-04-10,,8.100410461425781
2018-04-11,,8.14197826385498
2018-04-12,,8.122787475585938
2018-04-13,,8.180274963378906
2018-04-14,,8.334158897399902
2018-04-15,,9.438470840454102
2018-04-16,,11.338323593139648
2018-04-17,,11.666793823242188
2018-04-18,,9.61685276031494
2018-04-19,,15.82359790802002
2018-04-20,,14.32978630065918
2018-04-21,,11.784165382385256
2018-04-22,,9.958271980285645
2018-04-23,,14.637755393981935
2018-04-24,,19.626415252685547
2018-04-25,,11.236533164978027
2018-04-26,,8.656482696533201
2018-04-27,,8.656415939331055
2018-04-28,,8.894391059875488
2018-04-29,,15.179632186889648
2018-04-30,,16.147895812988278
2018-05-01,,16.147895812988278
2018-05-02,,16.824958801269528
2018-05-03,,22.55589866638184
2018-05-04,,21.446420669555664
2018-05-05,,22.650983810424805
2018-05-06,,18.38042449951172
2018-05-07,,19.96297836303711
2018-05-08,,50.52431106567383
2018-05-09,,23.03530311584473
2018-05-10,,13.474283218383787
2018-05-11,,18.792705535888672
2018-05-12,,23.866779327392575
2018-05-13,,23.86614227294922
2018-05-14,,13.677014350891113
2018-05-15,,13.424052238464355
2018-05-16,,13.43115520477295
2018-05-17,,22.353267669677734
2018-05-18,,31.004817962646484
2018-05-19,,18.4808406829834
2018-05-20,,22.869855880737305
2018-05-21,,22.597270965576172
2018-05-22,,17.336397171020508
2018-05-23,,14.94183349609375
2018-05-24,,16.07717514038086
2018-05-25,,13.940607070922852
2018-05-26,,11.231362342834473
2018-05-27,,20.593555450439453
2018-05-28,,18.21767234802246
2018-05-29,,13.495837211608887
2018-05-30,,13.714497566223145
2018-05-31,,12.012301445007324
2018-06-01,,8.034515380859375
2018-06-02,,6.00724983215332
2018-06-03,,7.937843799591064
2018-06-04,,7.841551303863525
2018-06-05,,12.406460762023926
2018-06-06,,13.776657104492188
2018-06-07,,19.48545265197754
2018-06-08,,19.485450744628906
2018-06-09,,12.81386661529541
2018-06-10,,5.928672790527344
2018-06-11,,23.24246025085449
2018-06-12,,23.239442825317386
2018-06-13,,10.953242301940918
2018-06-14,,10.947052001953123
2018-06-15,,8.317618370056152
2018-06-16,,6.674611568450928
2018-06-17,,3.7211756706237793
2018-06-18,,2.99904465675354
2018-06-19,,2.397168636322021
2018-06-20,,2.487709045410156
2018-06-21,,2.808135986328125
2018-06-22,,2.784854888916016
2018-06-23,,4.614940643310547
2018-06-24,,6.78148078918457
2018-06-25,,7.208483219146728
2018-06-26,,7.836595058441162
2018-06-27,,11.866602897644045
2018-06-28,,10.47288417816162
2018-06-29,,6.943622589111327
2018-06-30,,8.540077209472656
2018-07-01,,10.572972297668457
2018-07-02,,13.203869819641113
2018-07-03,,39.25701522827149
2018-07-04,,13.638273239135742
2018-07-05,,14.23787784576416
2018-07-06,,18.21541786193848
2018-07-07,,15.523991584777832
2018-07-08,,41.76790618896485
2018-07-09,,41.76790618896485
2018-07-10,,20.477367401123047
2018-07-11,,8.452384948730469
2018-07-12,,10.976533889770508
2018-07-13,,8.8241605758667
2018-07-14,,10.84029483795166
2018-07-15,,19.92742729187012
2018-07-16,,21.68169593811035
2018-07-17,,14.369089126586914
2018-07-18,,9.624319076538086
2018-07-19,,8.681694030761719
2018-07-20,,11.21414279937744
2018-07-21,,14.367714881896973
2018-07-22,,12.465917587280273
2018-07-23,,13.43756103515625
2018-07-24,,10.982081413269043
2018-07-25,,4.6730074882507315
2018-07-26,,12.356785774230955
2018-07-27,,8.411297798156737
2018-07-28,,12.234755516052244
2018-07-29,,9.204681396484377
2018-07-30,,5.011146068572998
2018-07-31,,6.78440523147583
2018-08-01,,10.141343116760254
2018-08-02,,20.25310707092285
2018-08-03,,9.66019344329834
2018-08-04,,9.66019344329834
2018-08-05,,11.492656707763672
2018-08-06,,7.609362125396728
2018-08-07,,7.927039623260497
2018-08-08,,3.2775239944458012
2018-08-09,,3.5885002613067627
2018-08-10,,7.235068321228027
2018-08-11,,9.421914100646973
2018-08-12,,9.786087036132812
2018-08-13,,7.299949169158935
2018-08-14,,7.037455081939697
2018-08-15,,5.6577324867248535
2018-08-16,,7.397896766662598
2018-08-17,,9.374176025390623
2018-08-18,,8.594829559326174
2018-08-19,,6.427052974700928
2018-08-20,,4.8665289878845215
2018-08-21,,7.990556240081787
2018-08-22,,7.887580871582031
2018-08-23,,5.662452220916747
2018-08-24,,4.9331698417663565
2018-08-25,,5.745790481567383
2018-08-26,,5.501551628112793
2018-08-27,,5.483356475830078
2018-08-28,,5.525696277618408
2018-08-29,,8.005318641662598
2018-08-30,,9.181528091430664
2018-08-31,,8.46090030670166
2018-09-01,,11.96353816986084
2018-09-02,,8.901250839233398
2018-09-03,,8.901244163513184
2018-09-04,,8.936283111572266
2018-09-05,,14.824801445007324
2018-09-06,,14.429207801818848
2018-09-07,,14.424458503723145
2018-09-08,,12.2476224899292
2018-09-09,,7.4883856773376465
2018-09-10,,7.4841370582580575
2018-09-11,,5.802756309509277
2018-09-12,,3.955477952957153
2018-09-13,,4.434620380401611
2018-09-14,,4.4411797523498535
2018-09-15,,5.853317260742188
2018-09-16,,6.270631790161133
2018-09-17,,4.8004183769226065
2018-09-18,,4.63922119140625
2018-09-19,,7.228160858154298
2018-09-20,,3.497322797775269
2018-09-21,,6.98982048034668
2018-09-22,,6.988345146179199
2018-09-23,,5.407610893249512
2018-09-24,,5.400529384613037
2018-09-25,,4.80309009552002
2018-09-26,,6.111930847167969
2018-09-27,,6.752870082855225
2018-09-28,,7.211079597473144
2018-09-29,,6.124520778656006
2018-09-30,,2.710188388824463
2018-10-01,,3.580479860305786
2018-10-02,,3.693894624710083
2018-10-03,,3.4469318389892583
2018-10-04,,3.369988203048706
2018-10-05,,8.311306953430176
2018-10-06,,7.4240360260009775
2018-10-07,,4.918789863586426
2018-10-08,,5.076386451721191
2018-10-09,,8.675259590148926
2018-10-10,,7.104111671447754
2018-10-11,,8.658609390258789
2018-10-12,,5.496926784515381
2018-10-13,,6.618052959442139
2018-10-14,,5.417760372161865
2018-10-15,,5.4280362129211435
2018-10-16,,12.068612098693848
2018-10-17,,2.6211459636688232
2018-10-18,,3.94132399559021
2018-10-19,,9.797259330749512
